"","x"
"3926","DNAH6"
"3927","CCDC174"
"3928","ABCB7"
"3929","DLST"
"3930","EDC4"
"3931","CLDN10"
"3932","DAGLB"
"3933","FAM136A"
"3934","AKNAD1"
"3935","ANGPTL2"
"3936","EYS"
"3937","C14orf119"
"3938","COX6B1"
"3939","FAM86C1"
"3940","BUD13"
"3941","DNAAF2"
"3942","CLEC16A"
"3943","DNAH17"
"3944","C19orf83"
"3945","FAM168B"
"3946","FAF1"
"3947","ATG13"
"3948","APOPT1"
"3949","DLX1"
"3950","ERP44"
"3951","FCRLB"
"3952","AQR"
"3953","C12orf43"
"3954","FAM192A"
"3955","CHD4"
"3956","COPS6"
"3957","CCDC97"
"3958","COA5"
"3959","DDX52"
"3960","CDH17"
"3961","CDH23"
"3962","ATP5F1"
"3963","FAM182B"
"3964","CSTF1"
"3965","AIMP2"
"3966","CRIPT"
"3967","DNTTIP2"
"3968","AKAP3"
"3969","ARF1"
"3970","CHCHD2"
"3971","COQ6"
"3972","CWC25"
"3973","AMBRA1"
"3974","CCDC43"
"3975","C9orf85"
"3976","ATRAID"
"3977","AP2A2"
"3978","COQ4"
"3979","C14orf64"
"3980","ASNSD1"
"3981","FARSB"
"3982","ARFIP2"
"3983","CDK9"
"3984","DDOST"
"3985","CPSF3"
"3986","BCDIN3D"
"3987","CCDC115"
"3988","BNIP1"
"3989","BANP"
"3990","ADAMTS14"
"3991","EXOSC7"
"3992","ATG3"
"3993","BRE"
"3994","CWC22"
"3995","DAXX"
"3996","ERGIC3"
"3997","C16orf70"
"3998","AATF"
"3999","CDV3"
"4000","CAPN6"
"4001","ATP5SL"
"4002","COPS7B"
"4003","COG7"
"4004","COIL"
"4005","DHX8"
"4006","FIBP"
"4007","ATG9A"
"4008","FBXL12"
"4009","CHMP3"
"4010","EDIL3"
"4011","BHLHA15"
"4012","BUD31"
"4013","COG4"
"4014","DEDD"
"4015","CCT4"
"4016","ERP29"
"4017","DES"
"4018","FADD"
"4019","DYNC1I2"
"4020","CDK13"
"4021","CD2BP2"
"4022","ARHGAP40"
"4023","ADD2"
"4024","CAMK2B"
"4025","CCT7"
"4026","ABT1"
"4027","EIF2A"
"4028","DUSP28"
"4029","BARX1"
"4030","CNOT1"
"4031","AAAS"
"4032","ACAD9"
"4033","EFHB"
"4034","C22orf23"
"4035","DPY30"
"4036","CNPY2"
"4037","CELF6"
"4038","DEPDC4"
"4039","C21orf49"
"4040","FAM153C"
"4041","CPED1"
"4042","BECN1"
"4043","FAM104A"
"4044","BRD2"
"4045","ANAPC10"
"4046","C6orf163"
"4047","CIAPIN1"
"4048","CXCL11"
"4049","BMS1"
"4050","CPNE5"
"4051","DCTN5"
"4052","ATP5G2"
"4053","CLEC7A"
"4054","FKBP1C"
"4055","C2orf42"
"4056","ASB8"
"4057","COG8"
"4058","FAM131B"
"4059","FAM134A"
"4060","EIF3B"
"4061","C1orf43"
"4062","ADAM12"
"4063","CCDC59"
"4064","EIF5AL1"
"4065","CNTN1"
"4066","BLOC1S3"
"4067","FBXO7"
"4068","EIF2B1"
"4069","ALKBH1"
"4070","EMC8"
"4071","CEBPZ"
"4072","CXorf56"
"4073","EIF2B5"
"4074","DNAJA2"
"4075","DDX1"
"4076","ADAM23"
"4077","ATP5B"
"4078","CCNB3"
"4079","ATP5H"
"4080","ABCF3"
"4081","C11orf48"
"4082","CWF19L1"
"4083","FAM204A"
"4084","COX16"
"4085","ADRB2"
"4086","AIMP1"
"4087","ANAPC5"
"4088","EIF2D"
"4089","DUS2"
"4090","DND1"
"4091","DAP3"
"4092","DHX9"
"4093","ATP6V1G2"
"4094","C2orf15"
"4095","BAG6"
"4096","BFAR"
"4097","ESRRG"
"4098","AARD"
"4099","DUSP11"
"4100","ATXN7L3"
"4101","FAM106A"
"4102","DNAJA3"
"4103","C6orf47"
"4104","DNAJC14"
"4105","AAR2"
"4106","CYGB"
"4107","FAM134C"
"4108","ARAF"
"4109","CLEC4A"
"4110","BBOX1"
"4111","CAMKK2"
"4112","AMBP"
"4113","CCDC13"
"4114","DHX16"
"4115","EIF2S2"
"4116","EIF1"
"4117","DDX41"
"4118","DENR"
"4119","C15orf40"
"4120","FAM19A2"
"4121","ATF4"
"4122","CDHR4"
"4123","DIS3L2"
"4124","COA4"
"4125","DNAJB12"
"4126","ANKRD45"
"4127","DMRT2"
"4128","C1D"
"4129","FAM175B"
"4130","CNN1"
"4131","AUP1"
"4132","C14orf166"
"4133","CLK3"
"4134","CWC15"
"4135","AK2"
"4136","CCDC154"
"4137","FIP1L1"
"4138","FBXL13"
"4139","ENOX1"
"4140","FAM57B"
"4141","BABAM1"
"4142","DDX39B"
"4143","C8G"
"4144","CSNK1D"
"4145","AAMP"
"4146","C14orf93"
"4147","C9orf117"
"4148","CLUL1"
"4149","CABP1"
"4150","FAM218A"
"4151","CNBP"
"4152","CUL3"
"4153","CLEC18A"
"4154","CEBPZ-AS1"
"4155","C2orf49"
"4156","CPEB3"
"4157","ADCY5"
"4158","DAZAP1"
"4159","DDX23"
"4160","ARHGEF33"
"4161","CBFA2T3"
"4162","CHTOP"
"4163","ELAVL1"
"4164","ARIH2OS"
"4165","CFTR"
"4166","CCDC11"
"4167","ERCC6-PGBD3"
"4168","C1orf174"
"4169","CASC1"
"4170","FAM65C"
"4171","ERAL1"
"4172","CNOT4"
"4173","C2orf47"
"4174","EPHX3"
"4175","EYA1"
"4176","FGF18"
"4177","EIF1AD"
"4178","CIR1"
"4179","CHRFAM7A"
"4180","CPSF6"
"4181","AMMECR1L"
"4182","C1orf50"
"4183","C19orf52"
"4184","CSNK2B"
"4185","C21orf90"
"4186","ATP6V0A4"
"4187","APH1A"
"4188","CYBB"
"4189","DDX56"
"4190","DGUOK"
"4191","DDX31"
"4192","ARHGAP6"
"4193","EIF5B"
"4194","DMRTA1"
"4195","FGD2"
"4196","COX7A2L"
"4197","EIF3I"
"4198","COPZ1"
"4199","COL5A3"
"4200","EXOSC1"
"4201","CS"
"4202","FAM32A"
"4203","CYP4F2"
"4204","EIF2B4"
"4205","EMC4"
"4206","ACP1"
"4207","DTX1"
"4208","ABHD14A-ACY1"
"4209","CYP4B1"
"4210","FAM167B"
"4211","CCRL2"
"4212","FGD5"
"4213","CAMK4"
"4214","CDSN"
"4215","ABCG2"
"4216","ALDH8A1"
"4217","DYNLL1"
"4218","ACTG2"
"4219","FAM187A"
"4220","ADAM11"
"4221","DGKI"
"4222","C1orf162"
"4223","DCTN2"
"4224","EDNRA"
"4225","ALOX15"
"4226","C10orf76"
"4227","COL6A3"
"4228","AKAP8"
"4229","FAM65B"
"4230","CERKL"
"4231","COL21A1"
"4232","ENPP3"
"4233","DMBX1"
"4234","CALML6"
"4235","CCER2"
"4236","COL2A1"
"4237","CXCL6"
"4238","EPS8L3"
"4239","CYTIP"
"4240","ANKRD35"
"4241","BRAP"
"4242","EIF4H"
"4243","CLP1"
"4244","CTRL"
"4245","EIF1AY"
"4246","DPEP1"
"4247","FCER1G"
"4248","BTBD8"
"4249","EIF4E2"
"4250","DMBT1"
"4251","AXDND1"
"4252","CTCF"
"4253","ANKRD34A"
"4254","DNAJC7"
"4255","CYP11A1"
"4256","ACSBG1"
"4257","CCDC151"
"4258","FAM86B2"
"4259","CNTF"
"4260","CILP2"
"4261","CHODL"
"4262","COMP"
"4263","ARFGAP2"
"4264","DRD2"
"4265","CCNA1"
"4266","CHRD"
"4267","ARHGAP19-SLIT1"
"4268","ELMOD1"
"4269","BCHE"
"4270","DLL4"
"4271","C6orf15"
"4272","C20orf195"
"4273","A2M"
"4274","DIABLO"
"4275","ANGPT1"
"4276","FAM20A"
"4277","C9orf43"
"4278","CHRNA10"
"4279","ACKR2"
"4280","COL22A1"
"4281","CXCL5"
"4282","FAM78A"
"4283","FBXO48"
"4284","DNAAF1"
"4285","ATRNL1"
"4286","C11orf65"
"4287","ENKUR"
"4288","DDB1"
"4289","ADRA2A"
"4290","CIAO1"
"4291","CD8B"
"4292","ARMC3"
"4293","FAM153A"
"4294","ENO4"
"4295","ELFN2"
"4296","CPZ"
"4297","CEACAM7"
"4298","CRMP1"
"4299","CHRNB4"
"4300","DAND5"
"4301","C7orf61"
"4302","CRX"
"4303","DYNLRB2"
"4304","CDH18"
"4305","FAM198A"
"4306","C17orf72"
"4307","CYP24A1"
"4308","DOCK3"
"4309","EWSR1"
"4310","ARC"
"4311","CHSY3"
"4312","CGB7"
"4313","CHTF8"
"4314","ERC2"
"4315","BHMT2"
"4316","FAM129C"
"4317","EFCAB12"
"4318","AFF3"
"4319","CALML5"
"4320","ALB"
"4321","C6orf164"
"4322","DNAJC25-GNG10"
"4323","ADRA1A"
"4324","CDKL2"
"4325","C9orf172"
"4326","DKKL1"
"4327","AK5"
"4328","CELF4"
"4329","CST1"
"4330","AOC2"
"4331","ALOX5AP"
"4332","ANKS4B"
"4333","FAM13C"
"4334","ALOXE3"
"4335","CACNB2"
"4336","ABCB1"
"4337","C5AR2"
"4338","C16orf71"
"4339","ACSS3"
"4340","C1QL4"
"4341","CATSPER1"
"4342","C1orf101"
"4343","COL14A1"
"4344","CFHR1"
"4345","DPYSL4"
"4346","ANKRD20A3"
"4347","ASB2"
"4348","ELOVL3"
"4349","C1orf222"
"4350","ALOX12B"
"4351","ADAMTSL1"
"4352","FAT4"
"4353","C10orf91"
"4354","ADAMTS10"
"4355","CYP2B6"
"4356","CD38"
"4357","FOLH1"
"4358","DNAH10"
"4359","CLSTN2"
"4360","C5orf46"
"4361","CARNS1"
"4362","BDNF"
"4363","CLIC6"
"4364","CIITA"
"4365","EVPLL"
"4366","CCDC36"
"4367","CD96"
"4368","DNAJB13"
"4369","AFP"
"4370","EXD1"
"4371","DRD4"
"4372","FBXO24"
"4373","ALS2CR12"
"4374","DACT2"
"4375","CDHR5"
"4376","CFP"
"4377","CCDC81"
"4378","FAM179A"
"4379","CELF5"
"4380","CCR6"
"4381","BRDT"
"4382","ESPNL"
"4383","BMPER"
"4384","C14orf105"
"4385","DDX3Y"
"4386","CHST5"
"4387","C15orf27"
"4388","C1QTNF2"
"4389","C2CD4D"
"4390","CCDC170"
"4391","ADAMTSL2"
"4392","CHST1"
"4393","DOC2B"
"4394","COLEC12"
"4395","ANXA8L1"
"4396","DYDC2"
"4397","EMILIN1"
"4398","CHST4"
"4399","C8orf44-SGK3"
"4400","CCDC8"
"4401","COL9A1"
"4402","ADRA2B"
"4403","C19orf71"
"4404","C1orf192"
"4405","C15orf59"
"4406","CACNA1H"
"4407","ANKRD7"
"4408","C20orf26"
"4409","C9orf147"
"4410","ADRB1"
"4411","DLEC1"
"4412","FAM203B"
"4413","C5orf17"
"4414","CHGB"
"4415","C6orf25"
"4416","EFCAB5"
"4417","ADCY2"
"4418","APOBEC3A"
"4419","ADRA1B"
"4420","CA6"
"4421","C21orf62"
"4422","CD3G"
"4423","FBLL1"
"4424","CTSW"
"4425","ARMC12"
"4426","DIRC3"
"4427","CD8A"
"4428","EDA2R"
"4429","C9orf163"
"4430","CYP46A1"
"4431","CRYBA2"
"4432","CCDC42B"
"4433","FAM166B"
"4434","FABP1"
"4435","ARL11"
"4436","CACNA2D3"
"4437","ACSM1"
"4438","AOC3"
"4439","C15orf56"
"4440","CATSPER3"
"4441","CYS1"
"4442","FAT2"
"4443","BCL2A1"
"4444","CAPN14"
"4445","CIDEC"
"4446","CLRN3"
"4447","CCDC89"
"4448","ANKRD30BL"
"4449","DNAI1"
"4450","FBN3"
"4451","B3GALT1"
"4452","ADAMTS3"
"4453","ANXA10"
"4454","C10orf55"
"4455","DEC1"
"4456","DIO2"
"4457","C1orf194"
"4458","F10"
"4459","CCL22"
"4460","FBXL22"
"4461","CACNA1B"
"4462","ADAMTS4"
"4463","DLX2"
"4464","CTRC"
"4465","FMO3"
"4466","FAM153B"
"4467","ADAMTS2"
"4468","C1orf229"
"4469","ATCAY"
"4470","ACTL8"
"4471","CAMKV"
"4472","ABCB4"
"4473","EGFLAM"
"4474","ANKRD53"
"4475","CYP3A7"
"4476","FBXW10"
"4477","FITM1"
"4478","EYA4"
"4479","C11orf96"
"4480","C7orf57"
"4481","CSAG1"
"4482","EPPIN"
"4483","CSF2"
"4484","FER1L6"
"4485","CACNB4"
"4486","CCDC87"
"4487","CNDP1"
"4488","C8orf34"
"4489","ANKK1"
"4490","AGXT"
"4491","C4orf26"
"4492","COL24A1"
"4493","BTNL8"
"4494","FGF7"
"4495","C17orf104"
"4496","CLVS1"
"4497","FAM19A3"
"4498","APCDD1L"
"4499","ACSM2A"
"4500","CLDN6"
"4501","C12orf61"
"4502","FGFBP2"
"4503","ATP8B4"
"4504","BEST3"
"4505","FADS6"
"4506","ARMC4"
"4507","EMILIN3"
"4508","DPPA4"
"4509","DIRAS2"
"4510","CCDC147"
"4511","CD247"
"4512","ANKFN1"
"4513","CACNA1F"
"4514","EFCAB1"
"4515","EFCAB10"
"4516","FCAR"
"4517","CLCA2"
"4518","C2orf91"
"4519","C21orf88"
"4520","CPXM1"
"4521","CCDC65"
"4522","CSF3R"
"4523","FGF9"
"4524","CHRNE"
"4525","ABCA6"
"4526","DSG1"
"4527","CHGA"
"4528","ABCC8"
"4529","CASP16"
"4530","ATP10A"
"4531","EXOC3L1"
"4532","EVI2B"
"4533","C12orf39"
"4534","C19orf38"
"4535","ANKRD24"
"4536","C1orf95"
"4537","DLEU2L"
"4538","CRTAC1"
"4539","ECM2"
"4540","CSMD2"
"4541","CCL24"
"4542","APOA1"
"4543","FAM189A1"
"4544","DNAH9"
"4545","CDH12"
"4546","AGAP7"
"4547","C5orf49"
"4548","C1orf105"
"4549","C14orf23"
"4550","DRC1"
"4551","C16orf89"
"4552","BPIFB1"
"4553","ART5"
"4554","EFCAB3"
"4555","EMX1"
"4556","CCDC158"
"4557","EPHA7"
"4558","CCDC160"
"4559","CUBN"
"4560","DCHS2"
"4561","CYTH4"
"4562","C17orf99"
"4563","FAM27D1"
"4564","C22orf43"
"4565","C20orf202"
"4566","AZU1"
"4567","BCAN"
"4568","CCBE1"
"4569","AGBL4"
"4570","CCL15"
"4571","COL11A1"
"4572","ABCA9"
"4573","CDH15"
"4574","CHL1"
"4575","FAM71D"
"4576","FFAR2"
"4577","AQP6"
"4578","CCR10"
"4579","CYP2C8"
"4580","DCDC1"
"4581","ARHGAP9"
"4582","ENDOU"
"4583","ERG"
"4584","ELOVL2"
"4585","CNBD2"
"4586","EFCC1"
"4587","BCL6B"
"4588","BEX1"
"4589","C1orf170"
"4590","CYP2C9"
"4591","CPNE4"
"4592","ACR"
"4593","CLEC3B"
"4594","AIM2"
"4595","CPEB1"
"4596","ESR1"
"4597","FIGF"
"4598","EN2"
"4599","ACSM2B"
"4600","CTCFL"
"4601","C1orf168"
"4602","DUSP27"
"4603","CDH6"
"4604","CCDC181"
"4605","C7"
"4606","ACKR4"
"4607","DOCK2"
"4608","CCK"
"4609","CCL16"
"4610","CECR6"
"4611","DNAH12"
"4612","APOBR"
"4613","C6orf165"
"4614","ASPG"
"4615","DDX25"
"4616","C10orf111"
"4617","CHRDL1"
"4618","FAM107A"
"4619","C8orf48"
"4620","FAM186B"
"4621","ANKRD20A1"
"4622","ABCC11"
"4623","BIN2"
"4624","CAPNS2"
"4625","ACTN2"
"4626","CCR1"
"4627","CLDN14"
"4628","CLCNKB"
"4629","B4GALNT2"
"4630","C2CD4B"
"4631","C17orf82"
"4632","C2CD4C"
"4633","CPA2"
"4634","ABCA8"
"4635","CCDC108"
"4636","COL4A4"
"4637","CLCNKA"
"4638","DPP10"
"4639","C1orf167"
"4640","C6orf100"
"4641","B3GNT6"
"4642","AREGB"
"4643","FLT1"
"4644","C15orf26"
"4645","ELFN1"
"4646","CD79A"
"4647","ASB4"
"4648","DRAXIN"
"4649","ECEL1"
"4650","ANO5"
"4651","AIPL1"
"4652","FAM177B"
"4653","C9orf66"
"4654","CWH43"
"4655","CD4"
"4656","BIRC7"
"4657","ANKRD20A4"
"4658","CCDC173"
"4659","EN1"
"4660","C9orf131"
"4661","EBF3"
"4662","ANO4"
"4663","CRYBB3"
"4664","DIO3"
"4665","CNR2"
"4666","ACTA1"
"4667","DLGAP3"
"4668","C3orf72"
"4669","BNC2"
"4670","C11orf53"
"4671","ATP1B2"
"4672","CORT"
"4673","DPYSL5"
"4674","FEZF1"
"4675","ALOX15B"
"4676","ACOXL"
"4677","DOK5"
"4678","ADAMTSL4-AS1"
"4679","DRP2"
"4680","EBF1"
"4681","ATP8A2"
"4682","FFAR4"
"4683","DCAF4L1"
"4684","B3GAT1"
"4685","ATOH7"
"4686","CASP14"
"4687","CKM"
"4688","FGF22"
"4689","FABP4"
"4690","FAM27E2"
"4691","CHD5"
"4692","FAM81B"
"4693","C17orf105"
"4694","COL25A1"
"4695","CCDC62"
"4696","CCDC152"
"4697","CTNNA2"
"4698","ANKRD1"
"4699","ANGPTL6"
"4700","FABP7"
"4701","FAM159A"
"4702","C6orf222"
"4703","CFHR3"
"4704","CYP2C19"
"4705","CLEC18C"
"4706","CLEC1A"
"4707","CSF1R"
"4708","FCRL2"
"4709","ALX1"
"4710","FAM19A5"
"4711","ALDOB"
"4712","F7"
"4713","CD52"
"4714","C2orf66"
"4715","FGF17"
"4716","BHMT"
"4717","C3orf80"
"4718","FIBIN"
"4719","AMZ1"
"4720","CABP7"
"4721","ADCY10"
"4722","ANKRD33B"
"4723","CRB2"
"4724","ADAMTS12"
"4725","CDH7"
"4726","FGB"
"4727","COL4A3"
"4728","FBXL7"
"4729","FGL2"
"4730","ALS2CR11"
"4731","CLPSL2"
"4732","CCR4"
"4733","C22orf24"
"4734","EFCAB8"
"4735","C2orf50"
"4736","EGFL6"
"4737","CD79B"
"4738","FILIP1"
"4739","DMRTA2"
"4740","CPXM2"
"4741","FAM184B"
"4742","COL15A1"
"4743","C22orf26"
"4744","ERMN"
"4745","CALCB"
"4746","FGF5"
"4747","FLT4"
"4748","CSNK2A3"
"4749","ESR2"
"4750","ANKRD2"
"4751","BSN"
"4752","CHAD"
"4753","ADH7"
"4754","CAMK2A"
"4755","ACRV1"
"4756","ACER1"
"4757","COL19A1"
"4758","C1orf177"
"4759","ADH4"
"4760","ACAN"
"4761","CD226"
"4762","EPHA3"
"4763","FGG"
"4764","CHRDL2"
"4765","CD300A"
"4766","CD37"
"4767","CRYBB2"
"4768","CNKSR2"
"4769","DAW1"
"4770","FAT3"
"4771","CNTN4"
"4772","CPNE9"
"4773","CHRNA3"
"4774","ALPK2"
"4775","ATP12A"
"4776","CHST13"
"4777","COLEC10"
"4778","CALCA"
"4779","BAAT"
"4780","CEACAM8"
"4781","BTK"
"4782","C12orf68"
"4783","DYDC1"
"4784","ASPA"
"4785","ALOX12"
"4786","DUSP13"
"4787","FAM27E1"
"4788","EVX1"
"4789","AMPH"
"4790","DPT"
"4791","CCDC155"
"4792","FLRT1"
"4793","EPGN"
"4794","CD7"
"4795","CYorf17"
"4796","CASP5"
"4797","ASCL5"
"4798","FAM221B"
"4799","FAM166A"
"4800","AMICA1"
"4801","CHRNB2"
"4802","CPSF4L"
"4803","FAM155A"
"4804","CHST9"
"4805","CLNK"
"4806","CYYR1"
"4807","ASIC4"
"4808","CPLX2"
"4809","ALK"
"4810","CACNG8"
"4811","CYP21A2"
"4812","AHSG"
"4813","CEND1"
"4814","DCT"
"4815","AR"
"4816","ALPP"
"4817","CHRM1"
"4818","DAB1"
"4819","CDK5R2"
"4820","FGR"
"4821","ERBB4"
"4822","DNASE1L3"
"4823","CT45A5"
"4824","ANKRD61"
"4825","AFF2"
"4826","FBXO39"
"4827","CHRNA1"
"4828","FLI1"
"4829","BMP5"
"4830","COL23A1"
"4831","APBB1IP"
"4832","ADH6"
"4833","APC2"
"4834","ARSH"
"4835","ANO2"
"4836","CCL27"
"4837","CEMP1"
"4838","CDH19"
"4839","CALHM3"
"4840","FOXC2"
"4841","ERAS"
"4842","BRINP3"
"4843","CACNA1I"
"4844","CYTL1"
"4845","DSC1"
"4846","CPA6"
"4847","CGB"
"4848","C20orf144"
"4849","CT45A3"
"4850","CORIN"
"4851","ASTL"
"4852","CDO1"
"4853","CST7"
"4854","CCDC67"
"4855","DYNAP"
"4856","ANGPT2"
"4857","EPHA6"
"4858","C2orf62"
"4859","CDC20B"
"4860","DSCAML1"
"4861","ADAM33"
"4862","C9orf38"
"4863","ABCB5"
"4864","ENPP6"
"4865","C8orf86"
"4866","CCDC144NL"
"4867","CILP"
"4868","CERS3"
"4869","DPP6"
"4870","CLCA4"
"4871","ACTC1"
"4872","CLEC3A"
"4873","BMX"
"4874","CA4"
"4875","EXTL1"
"4876","CTAG1A"
"4877","CCM2L"
"4878","ADAMTS16"
"4879","DPCR1"
"4880","FMN2"
"4881","B3GALT2"
"4882","AKR1C4"
"4883","ASB16"
"4884","CXorf36"
"4885","C10orf107"
"4886","CDH5"
"4887","ATP1B4"
"4888","F2RL3"
"4889","CYP3A4"
"4890","CACNA1G"
"4891","ANKRD30B"
"4892","CYP4F31P"
"4893","CD34"
"4894","CXCL13"
"4895","CYP17A1"
"4896","ACADL"
"4897","BRINP1"
"4898","CLCN1"
"4899","CEACAM3"
"4900","CTNND2"
"4901","FGL1"
"4902","CYP3A43"
"4903","CSMD3"
"4904","EXOC3L2"
"4905","CR2"
"4906","FMO1"
"4907","C16orf54"
"4908","ATP1A2"
"4909","CYP1A1"
"4910","ADAM21"
"4911","BRINP2"
"4912","DGKB"
"4913","CD248"
"4914","CASQ1"
"4915","F13A1"
"4916","CCDC116"
"4917","CTAG2"
"4918","CRTAM"
"4919","AGTR1"
"4920","FCRLA"
"4921","ARHGEF15"
"4922","CYP26A1"
"4923","CNRIP1"
"4924","CADM2"
"4925","CD53"
"4926","CD84"
"4927","CDX2"
"4928","CSMD1"
"4929","ARHGAP15"
"4930","EDNRB"
"4931","EVI2A"
"4932","CDH4"
"4933","C1QTNF4"
"4934","F2RL2"
"4935","FAM9C"
"4936","CELA2A"
"4937","FAM133A"
"4938","ALX4"
"4939","FAM181B"
"4940","CLDN2"
"4941","C6orf195"
"4942","CXCR3"
"4943","CCDC39"
"4944","DCX"
"4945","EPO"
"4946","CNGB1"
"4947","CH25H"
"4948","ARX"
"4949","EOMES"
"4950","CPA5"
"4951","CNTN5"
"4952","CDKL4"
"4953","CACNA1E"
"4954","ABCG4"
"4955","EMX2"
"4956","EPHA8"
"4957","CD33"
"4958","ATP5L2"
"4959","CAMP"
"4960","ARHGAP20"
"4961","ATP6V0D2"
"4962","ASCL1"
"4963","COL20A1"
"4964","AMTN"
"4965","ANKRD31"
"4966","C2orf83"
"4967","CHRM4"
"4968","CCR7"
"4969","CLDN8"
"4970","C14orf144"
"4971","CHRNA9"
"4972","C1orf127"
"4973","CNTN3"
"4974","A1CF"
"4975","FCAMR"
"4976","C10orf90"
"4977","CTAGE9"
"4978","C10orf67"
"4979","CYP4F22"
"4980","DMRTC1B"
"4981","C4orf22"
"4982","CYP4Z1"
"4983","AQP4"
"4984","C17orf77"
"4985","FMO2"
"4986","CBLN2"
"4987","CNR1"
"4988","ASPN"
"4989","CBLN1"
"4990","APOH"
"4991","CD5"
"4992","BMP3"
"4993","C11orf86"
"4994","APOBEC3H"
"4995","CPLX3"
"4996","DOK6"
"4997","FGF14"
"4998","EBF2"
"4999","ANKRD20A2"
"5000","CLPSL1"
